be0971ed-5621-11ec-8e70-b46bfc47735d,9940f76e-5607-11ec-8c89-b46bfc47735d,Regrade request,4/25/2021 6:10,How do we submit a regrade request for the midterm?,exams,X,l8Ck5AEii7
be0971f1-5621-11ec-a729-b46bfc47735d,9940f76e-5607-11ec-8c89-b46bfc47735d,Database normalization,4/26/2021 1:32,What is the difference between 2NF and 3NF?,assignments,X,I8k5HwpLlU
be0971f0-5621-11ec-baea-b46bfc47735d,9940f76e-5607-11ec-8c89-b46bfc47735d,Final content,5/1/2021 5:40,What will be covered on the final?,exams,X,EIBGkZJ8LU
be0971dc-5621-11ec-93b1-b46bfc47735d,40ddca74-5601-11ec-b7f9-b46bfc47735d,Conceptual question - relational state vs relational schema,9/5/2021 10:15,Is there a difference between the two?,lectures,X,Xo3aGKAsfE
be0971e2-5621-11ec-aa1f-b46bfc47735d,9940f76f-5607-11ec-a0eb-b46bfc47735d,A1 Tips,9/14/2021 11:45,We've had some great questions during office hours. Here are some FAQ for anyone that might have the same questions. If you resubmit an assignment don't worry about the added number. If you are worried that your code will not compile on our end; test it out by downloading your submitted code on Canvas and trying to compile it again.,hw1,X,8uv1aK9btU
be0971da-5621-11ec-97bd-b46bfc47735d,40ddca74-5601-11ec-b7f9-b46bfc47735d,Assignment 1 Graded,10/1/2021 7:30,The grades for assignment 1 are on Gradescope. Please see today's slides for the regrade request policy.,logistics,assignment1,A1Kcf8Z1u3
be0971db-5621-11ec-9edc-b46bfc47735d,40ddca74-5601-11ec-b7f9-b46bfc47735d,Assignment 1 Graded,10/1/2021 7:30,How do we setup the Yelp Server?,assignment2,X,ize3lkeNiR
be0971e0-5621-11ec-bc37-b46bfc47735d,40ddca74-5601-11ec-b7f9-b46bfc47735d,Assignment 4 Graded,10/1/2021 7:30,The grades for assignment 1 are on Gradescope. Please see today's slides for the regrade request policy.,logistics,assignment4,A1Kcf8Z1u3
be0971e3-5621-11ec-9142-b46bfc47735d,9940f76f-5607-11ec-a0eb-b46bfc47735d,Shuffle Deck,10/1/2021 14:35,Do we have to shuffle the deck at any point?,hw2,X,wUSNkrt2i7
be0971e4-5621-11ec-be95-b46bfc47735d,9940f76f-5607-11ec-a0eb-b46bfc47735d,Ace value,10/1/2021 19:01,When exactly do we make the ace a 1 v.s. an 11? Is the rule always to make it an 11 unless it would bust the hand? And what if the first two cards are aces do we make one 1 and the other 11?,hw2,X,AyZm6kgtLQ
be0971de-5621-11ec-8718-b46bfc47735d,40ddca74-5601-11ec-b7f9-b46bfc47735d,HW3 Q2,10/9/2021 8:30,Can we assume each city has a distance name?,assignment3,X,fk7USWbA60
be0971e5-5621-11ec-8bde-b46bfc47735d,9940f76f-5607-11ec-a0eb-b46bfc47735d,Possible legal moves,10/14/2021 11:30,I'm a bit stumped on how to explore all the possible next moves for the knight whilst also pushing the new boards to the stack. How do I know that a move is legal?,hw3,X,qBhsb9AT1D
be0971dd-5621-11ec-9361-b46bfc47735d,40ddca74-5601-11ec-b7f9-b46bfc47735d,Assignment 1 Graded,10/15/2021 7:25,The grades for assignment 2 are on Canvas. Please see the assignment2_rubric.xlsx file for more details.,logistics,assignment2,A1Kcf8Z1u3
be0971df-5621-11ec-b9f6-b46bfc47735d,40ddca74-5601-11ec-b7f9-b46bfc47735d,HW3,10/15/2021 7:48,Are we allowed to create a tempory table to hold intermediate results?,assignment3,X,bSZa17FK2l
be0971e6-5621-11ec-acde-b46bfc47735d,9940f76f-5607-11ec-a0eb-b46bfc47735d,Filename changed after resubmission,10/16/2021 8:37,The name of my file on canvas changed to KnightTour-1 after I resubmitted it and I just wanted to double check that this will not affect the testing of my code.ÃŠ,hw3,X,loWO7ep40W
be0971e7-5621-11ec-979e-b46bfc47735d,9940f76f-5607-11ec-a0eb-b46bfc47735d,Exceptions,10/31/2021 16:35,When we throw an exception does it need to stop the program immediately?,hw4,X,AyZm6kgtLQ
