2fe200cd-5623-11ec-82b9-b46bfc47735d,be0971ec-5621-11ec-ae04-b46bfc47735d,3/29/2021 9:35,Hanna is correct. SQL first executes the FROM; then WHERE; before finally performing the GROUP BY clause,A1Kcf8Z1u3
2fe200ce-5623-11ec-93aa-b46bfc47735d,be0971ed-5621-11ec-8e70-b46bfc47735d,4/25/2021 13:39,Please submit a regrade request via email to me with the email header [CS377],JulFHBBgP9
2fe200cf-5623-11ec-9de5-b46bfc47735d,be0971ee-5621-11ec-b466-b46bfc47735d,4/10/2021 17:01,Have you tried reloading the page or clearing your cache?,Rjuqf7P3nX
2fe200d0-5623-11ec-8f1f-b46bfc47735d,be0971ef-5621-11ec-8961-b46bfc47735d,4/17/2021 16:11,Try cloud.google.com,QVsfnLS8nP
2fe200d1-5623-11ec-a957-b46bfc47735d,be0971f0-5621-11ec-baea-b46bfc47735d,5/1/2021 5:48,Everything covered in the class can appear on the final exam,JulFHBBgP9
2fe200d2-5623-11ec-a753-b46bfc47735d,be0971f1-5621-11ec-a729-b46bfc47735d,4/26/2021 7:35,2NF looks at partial functional dependency while 3NF ensures no non-prime attribute functionally determines another non-prime attribute,JulFHBBgP9
2fe200d3-5623-11ec-bba6-b46bfc47735d,be0971f1-5621-11ec-a729-b46bfc47735d,4/26/2021 8:11,Why is database normalization important?,qjAClhRo8T
2fe200d4-5623-11ec-a764-b46bfc47735d,be0971f1-5621-11ec-a729-b46bfc47735d,4/26/2021 12:41,Database normalization is important because it's a rite of passage into the database community,Rjuqf7P3nX
2fe200d5-5623-11ec-927f-b46bfc47735d,be0971f2-5621-11ec-b058-b46bfc47735d,9/15/2020 8:01,I like Sublime Text Editor and using the command line to compile,RxNqRHaaoI
2fe200d6-5623-11ec-b7b7-b46bfc47735d,be0971f2-5621-11ec-b058-b46bfc47735d,9/15/2020 8:23,Have you tried Eclipse? It's the best!,RwKSObZt8b
2fe200d7-5623-11ec-8573-b46bfc47735d,be0971f2-5621-11ec-b058-b46bfc47735d,9/15/2020 11:04,What about Netbeans? It was originally part of the JDK.,AnRRwDoMFm
2fe200d8-5623-11ec-8807-b46bfc47735d,be0971f2-5621-11ec-b058-b46bfc47735d,9/15/2020 11:05,IntelliJ is also another useful IDE,ECk9NPOnC1
2fe200d9-5623-11ec-92fb-b46bfc47735d,be0971f2-5621-11ec-b058-b46bfc47735d,9/15/2020 11:55,Microsoft Visual Studio has a student developer pack as well.,JulFHBBgP9
2fe200da-5623-11ec-bc9b-b46bfc47735d,be0971f3-5621-11ec-8b9f-b46bfc47735d,10/13/2020 22:55,As long as its within reasonable time frames you will not be deducted points.,ECk9NPOnC1
2fe200db-5623-11ec-b2f0-b46bfc47735d,be0971f4-5621-11ec-96f8-b46bfc47735d,10/28/2020 5:19,You may want to verify that you are appropriately updating your variables. Try using System.out.println.,ECk9NPOnC1
2fe200dc-5623-11ec-be54-b46bfc47735d,be0971f5-5621-11ec-91ba-b46bfc47735d,11/12/2020 14:10,You may want to explore different shuffle variants that are found on Wikipedia.,JulFHBBgP9
2fe200dd-5623-11ec-87a2-b46bfc47735d,be0971f6-5621-11ec-afe6-b46bfc47735d,11/28/2020 9:18,You may want to rewatch the lecture 23 and reread the slides to see how this is solved for the general case.,JulFHBBgP9
2fe200de-5623-11ec-b2f3-b46bfc47735d,be0971f7-5621-11ec-974d-b46bfc47735d,2/28/2020 7:41,Please try using the GCP instance to avoid having to implement your local copy.,JulFHBBgP9
2fe200df-5623-11ec-819b-b46bfc47735d,be0971f8-5621-11ec-9096-b46bfc47735d,4/1/2020 2:35,No it doesn't matter so long as it can functionally browse the database.,fC8CoZyN8g
2fe200e0-5623-11ec-acd0-b46bfc47735d,be0971f8-5621-11ec-9096-b46bfc47735d,4/1/2020 11:05,Do I need to sanitize the user input?,tmt3aPs20s
2fe200e1-5623-11ec-a2a7-b46bfc47735d,be0971f8-5621-11ec-9096-b46bfc47735d,4/1/2020 14:15,You can assume that we will be reasonable users and not try to hack your system.,JulFHBBgP9
2fe200e2-5623-11ec-9386-b46bfc47735d,be0971f9-5621-11ec-9932-b46bfc47735d,4/2/2020 19:47,I believe we should be using JDK 8.0,WJrWAidLZ5
2fe200e3-5623-11ec-aaa3-b46bfc47735d,be0971fa-5621-11ec-b803-b46bfc47735d,4/10/2020 14:49,Yes they have been uploaded onto Canvas.,JulFHBBgP9
2fe200e4-5623-11ec-9d90-b46bfc47735d,be0971fb-5621-11ec-bf0e-b46bfc47735d,5/2/2020 5:37,No there won't be any solutions for the sample final problems.,JulFHBBgP9
